Date,Close,Open,Volume
2009-01-02,1.1801031827926636,1.1585488078789687,43521904
2009-01-05,1.2393779754638672,1.2663209497942094,73240729
2009-01-06,1.3902587890625,1.2178236212927434,213632357
2009-01-07,1.3902587890625,1.3902587890625,0
2009-01-08,1.0292224884033203,1.390258632440843,297797024
2009-01-09,0.9322278499603271,1.0949636015545958,224143648
2009-01-12,0.9052847027778625,0.9483935226195181,147334726
2009-01-13,0.9052847027778625,0.9052847027778627,85517617
2009-01-14,0.8082899451255798,0.8729531433051108,229057136
2009-01-15,0.8082899451255798,0.7975127561351769,133761900
2009-01-16,0.8352331519126892,0.9376166045177594,114389744
2009-01-19,0.7975128889083862,0.8460103116763622,68034212
2009-01-20,0.802901029586792,0.775958067884049,63390000
2009-01-21,0.7921242713928223,0.7975128666346409,64060360
2009-01-22,0.7921242713928223,0.8136786523600972,44209048
2009-01-23,0.7274608016014099,0.7921239853934707,76476008
2009-01-29,0.7759583592414856,0.6681863434900198,67469976
2009-01-30,0.7921242713928223,0.7544040404629687,45258118
2009-02-02,0.7544039487838745,0.786735580542801,39042494
2009-02-03,0.8082899451255798,0.7651811249268547,60579958
2009-02-04,0.8082899451255798,0.7813469726495725,92789376
2009-02-05,0.7867357134819031,0.8082900954719414,90046757
2009-02-06,0.8729531764984131,0.808289975860119,382821582
2009-02-09,0.862175703048706,0.8783414818230775,107520394
2009-02-10,0.8998961448669434,0.862175982181368,85153963
2009-02-11,0.8567875027656555,0.8729532889483543,168415598
2009-02-12,0.862175703048706,0.8460099242743346,50144460
2009-02-13,0.878341555595398,0.872952962218017,43562232
2009-02-16,0.8460100889205933,0.8783416527615436,33817980
2009-02-17,0.802901029586792,0.8244553989489862,74376000
2009-02-18,0.802901029586792,0.775958067884049,43876590
2009-02-19,0.8190671801567078,0.8082899905605063,33231400
2009-02-20,0.8082899451255798,0.8029013506303784,27075217
2009-02-23,0.8136786222457886,0.8029014321610158,21930716
2009-02-24,0.7651810646057129,0.7921240991948466,38161958
2009-02-25,0.7705697417259216,0.7813469952653818,22629253
2009-02-26,0.7705697417259216,0.7759584006142093,23587909
2009-02-27,0.7759583592414856,0.7867355479692099,33201869
2009-03-02,0.7436265349388123,0.7651809067744867,21571038
2009-03-03,0.7544039487838745,0.727460975849031,24930225
2009-03-04,0.7921242713928223,0.7544040404629687,46802275
2009-03-05,0.8136786222457886,0.819067217288175,48970505
2009-03-06,0.7975128889083862,0.7867356981237525,26132899
2009-03-09,0.7813470363616943,0.7921242262308843,12561011
2009-03-10,0.7921242713928223,0.775958485667366,28077365
2009-03-11,0.8244558572769165,0.8136786666046102,53225899
2009-03-12,0.8244558572769165,0.8352330479492228,46441706
2009-03-13,0.8190671801567078,0.8406215593491104,31405239
2009-03-16,0.8998961448669434,0.829844349928045,125139989
2009-03-17,0.9160621166229248,0.9160621166229247,147276322
2009-03-18,0.9807252883911133,0.9214506770486226,117200962
2009-03-19,0.9483937621116638,0.9915025928393318,80455400
2009-03-20,0.9483937621116638,0.964559549545616,73537265
2009-03-23,0.9807252883911133,0.9430050578142113,52885360
2009-03-24,1.034611463546753,1.0076684817761874,105357827
2009-03-25,1.0130566358566284,1.0238338238598201,72059944
2009-03-26,1.034611463546753,1.0453887204921148,36081300
2009-03-27,1.050776720046997,1.0615539066342117,29078121
2009-03-30,0.9753364324569702,1.0507768784114322,32526200
2009-03-31,0.9591708183288574,0.9807252627684309,28017182
2009-04-01,0.9968913793563843,0.9753369277506101,16975076
2009-04-02,1.0992743968963623,1.0238340034071138,91130265
2009-04-03,1.1154401302337646,1.0184453614366564,44467492
2009-04-06,1.2124348878860474,1.1262172496078746,87321547
2009-04-07,1.1585490703582764,1.212435019850841,45683458
2009-04-08,1.0292224884033203,1.2016577009842504,87635248
2009-04-09,1.0561654567718506,1.0453882687210534,62501653
2009-04-14,1.1154401302337646,1.0777199673493232,87426828
2009-04-15,1.2555439472198486,1.1046631400046345,95671294
2009-04-16,1.2178235054016113,1.2124349109364185,83854600
2009-04-17,1.2555439472198486,1.2663211385584887,76214330
2009-04-20,1.2393779754638672,1.2555437600620725,79399357
2009-04-21,1.1639378070831299,1.2393781455618702,46185040
2009-04-22,1.1693261861801147,1.1908805646116731,47257654
2009-04-23,1.2178235054016113,1.1854919386104543,25182800
2009-04-24,1.2393779754638672,1.2286007857317303,37448701
2009-04-27,1.0992743968963623,1.2447665889282788,39349356
2009-04-28,1.120828628540039,1.1369944112431103,41559242
2009-04-29,1.1585490703582764,1.1316059671377565,20356546
2009-04-30,1.147771954536438,1.212435098100845,35971750
2009-05-04,1.260932207107544,1.207046264763973,78351221
2009-05-05,1.3309842348098755,1.3040412601121527,77814505
2009-05-06,1.3471497297286987,1.3309839483888597,43065618
2009-05-07,1.3471497297286987,1.39025847996827,60421468
2009-05-08,1.5842485427856445,1.320207118988037,146442682
2009-05-11,1.5411394834518433,1.5734711798331082,112323171
2009-05-12,1.5788596868515015,1.6446005893366245,41468860
2009-05-13,1.5411394834518433,1.584248369135453,61282899
2009-05-14,1.438755750656128,1.4495329367043677,62712144
2009-05-15,1.5519167184829712,1.471087674550816,56567521
2009-05-18,1.5573053359985352,1.4980306686406206,34874000
2009-05-19,1.5465282201766968,1.6327458709901745,65736639
2009-05-20,1.6758545637130737,1.5626940702646275,110974344
2009-05-21,1.6111907958984375,1.7081855951945224,82133965
2009-05-22,1.508807897567749,1.612269093501468,134987984
2009-05-25,1.7081865072250366,1.5195854007588916,91066209
2009-05-26,1.6327461004257202,1.6974093797409544,34479000
2009-05-27,1.643523097038269,1.6974091781468528,39009631
2009-05-29,1.6704663038253784,1.6435233237909557,28729841
2009-06-01,1.7728495597839355,1.7243522011013572,47480936
