Price,Close,High,Low,Open,Volume
Ticker,1772.HK,1772.HK,1772.HK,1772.HK,1772.HK
Date,,,,,
2018-10-11,7.398966312408447,9.626206008894027,6.958552050967154,9.626206008894027,57096340
2018-10-12,8.141380310058594,8.380462171949672,7.726131893061637,7.851964186680817,17865120
2018-10-15,8.11621379852295,8.493712388229653,7.851964785728256,8.229464215459416,7335160
2018-10-16,8.153961181640625,8.229461716681584,7.940045659101207,8.179128306662346,2930830
2018-10-18,8.0407133102417,8.229463427036317,8.002964294912026,8.116213020949797,3027640
2018-10-19,8.015548706054688,8.317546740737665,7.73871612423138,8.028131432484523,4197480
2018-10-22,8.745375633239746,8.820875332175724,8.040712056512026,8.116211755448004,5937960
2018-10-23,8.229461669921875,8.757958692012078,8.028128871013088,8.757958692012078,1599360
2018-10-24,8.179130554199219,8.430795993401965,8.040713848616942,8.22946397804954,2732240
2018-10-25,8.05329704284668,8.22946359817877,7.877131327538982,7.9903808959563,1163400
2018-10-26,7.77646541595459,8.166546707296138,7.776465415954589,8.166546707296138,1392160
2018-10-29,7.940046310424805,7.990379724572905,7.726130770337851,7.8645466092147895,1014160
2018-10-30,8.00296401977539,8.128796306613271,7.738715041381757,7.864547328219638,1559880
2018-10-31,7.952630043029785,8.153962023853685,7.864546776404151,7.864546776404151,1201480
2018-11-01,7.77646541595459,8.078463428594304,7.713548428299964,7.965214698869662,3339000
2018-11-02,8.367879867553711,8.720211315440936,7.864548147683404,7.864548147683404,9257080
2018-11-05,8.808294296264648,9.173208457655528,8.191713863531003,8.191713863531003,5795300
2018-11-06,9.072543144226074,9.14804201636026,8.695043743408812,9.110293000305361,4445644
2018-11-07,9.122875213623047,9.877871452809867,9.097708924324122,9.210957646181454,9147880
2018-11-08,9.047375679016113,9.374540806266774,8.971875969648702,9.349374516485756,3121160
2018-11-09,8.98445987701416,9.14804202686261,8.858626743263944,9.14804202686261,1505000
2018-11-12,8.934125900268555,9.110292444575286,8.619544345480309,8.858626192715482,1385720
2018-11-13,8.75796127319336,8.997043149835003,8.682461556354012,8.921543432995653,2851240
2018-11-14,8.97187614440918,9.236125132342345,8.745377011895037,8.745377011895037,1967280
2018-11-15,9.097710609436035,9.248710053246949,8.808295288806619,8.883795010712074,2005640
2018-11-16,9.63879108428955,9.714290803802427,9.047376894780179,9.097710321130254,4069602
2018-11-19,9.34937572479248,9.75204061345068,9.336792998287969,9.75204061345068,2297680
2018-11-20,9.55070686340332,9.75203885134123,9.135457643223633,9.185791060220268,3447920
2018-11-21,9.739456176757812,9.865289310731745,9.324208598695064,9.525540605024084,2496760
2018-11-22,9.487792015075684,10.016289232240926,9.487792015075684,9.739457476586443,2668400
2018-11-23,9.248708724975586,9.55070756922526,9.160625448727972,9.437457162607254,1336440
2018-11-26,9.387123107910156,9.601039501489264,9.122874977062668,9.248708100343066,2025520
2018-11-27,9.575872421264648,9.714289109580657,9.311624289080282,9.450040137371964,2077929
2018-11-28,9.55070686340332,9.638789293117037,9.374540323927256,9.512957010661923,1703520
2018-11-29,9.55070686340332,9.676539145858435,9.424873740923891,9.60103944037564,1392720
