Price,Close,High,Low,Open,Volume
Ticker,1099.HK,1099.HK,1099.HK,1099.HK,1099.HK
Date,,,,,
2009-09-23,12.899991035461426,15.184653767827436,12.84426758658791,13.930875503897397,342372672
2009-09-24,13.916945457458496,13.93087665296392,12.412410885222545,12.454203143186898,137363100
2009-09-25,13.930877685546875,14.10501365661621,13.37364310954581,13.903015292470808,86592000
2009-09-28,13.276126861572266,13.791569207541578,13.220403400617531,13.763708141340263,38665800
2009-09-29,13.582605361938477,13.87515383826077,13.373642733944834,13.457227253721495,24943538
2009-09-30,13.680121421813965,13.903015251558482,13.526882246002614,13.582605703438743,15472991
2009-10-02,14.000530242919922,14.38362879047756,13.359709912214027,13.37364110666568,34443215
2009-10-05,14.488110542297363,14.522938529509537,13.86122138654878,14.139838641486831,23849500
2009-10-06,14.2443208694458,14.801555363473481,14.139838239332759,14.627419418020853,18472910
2009-10-07,14.10501480102539,14.383632111631513,13.96570548144626,14.279150786223234,11445000
2009-10-08,14.000530242919922,14.38362879047756,13.903013210310185,14.13983820178096,8568200
2009-10-09,14.418461799621582,14.557769807013885,13.916949253062876,14.10501645802239,15652800
2009-10-12,14.87121295928955,15.149830261608718,14.279150361516264,14.348805019234078,21156000
2009-10-13,15.672236442565918,15.81154574236506,14.906037950774529,15.010519261347913,30870930
2009-10-14,16.299123764038086,16.50808768975568,15.602580002083025,15.672234643988888,18835200
2009-10-15,15.88120174407959,16.647400365186975,15.84637507752787,16.647400365186975,14529398
2009-10-16,15.811548233032227,16.229473541158203,15.672238911288797,16.09016554796693,9090600
2009-10-19,16.020511627197266,16.299128955003297,15.672239635301672,15.741894299391234,6686100
2009-10-20,15.846372604370117,16.22947119085718,15.741891292469276,16.12498987895634,6742900
2009-10-21,16.43843650817871,16.508091164747043,15.811547256167877,15.985683233312669,9424200
2009-10-22,17.587730407714844,17.62255706522028,16.29912415173626,16.29912415173626,18892900
2009-10-23,19.08530044555664,19.433572356346183,17.309114231950726,17.831522098135043,21934400
2009-10-27,20.095291137695312,20.478389739015988,18.806684698218113,18.806684698218113,28601900
2009-10-28,19.433574676513672,20.51321852599069,19.22461203651273,20.51321852599069,13315078
2009-10-29,19.224611282348633,19.329092598250398,18.214622128676908,18.84151135263949,17743531
2009-10-30,19.642536163330078,20.025634731113225,19.224609607579076,19.781844129545814,9807000
2009-11-02,19.32909393310547,19.572884572746947,18.98082197034681,19.050476628608962,9045400
2009-11-03,18.806682586669922,20.025634235805935,18.70220128245435,19.503226386176216,12916000
2009-11-04,19.154956817626953,19.363919451489345,18.80668487548828,19.154956817626953,8617200
2009-11-05,19.120128631591797,19.22460994019929,18.876338025806373,19.189781951628845,8315600
2009-11-06,19.32909393310547,19.53805657933982,18.945995305491785,19.468403249629773,6789200
2009-11-09,19.398744583129883,19.57288052852862,19.25943529539016,19.503225884658757,6264400
2009-11-10,18.423585891723633,19.7121909882983,18.284276586311886,19.7121909882983,11468200
2009-11-11,18.284276962280273,19.085302163488812,17.831523703210404,18.214622308142133,10489100
2009-11-12,18.493242263793945,18.667378259982407,18.24945293197187,18.24945293197187,7265933
2009-11-13,18.17979621887207,18.562894835889516,18.110141562536516,18.45841351566222,6443200
2009-11-16,18.040485382080078,18.45841195623349,17.83152275927935,18.42358529528402,9165030
2009-11-17,17.552902221679688,18.07531001008025,17.343938309188434,18.07531001008025,16391400
2009-11-18,17.448423385620117,17.727041996039212,17.100151451148243,17.587732690829665,13457272
2009-11-19,18.56289291381836,18.63254756294161,17.552905151462962,17.622558472034285,14065200
2009-11-20,18.98082160949707,19.224612244503778,18.179796376091094,18.597722989166584,11429780
2009-11-23,18.876340866088867,19.154958173815764,18.528068899292215,18.980822190417438,7090000
2009-11-24,19.05047607421875,19.32909337060718,18.667376129201603,19.085302738060278,7241700
2009-11-25,18.70220375061035,19.050475696325435,18.458413122899387,19.050475696325435,3595003
2009-11-26,18.21462059020996,18.667373806577906,18.144965942641377,18.667373806577906,5697400
2009-11-27,17.970829010009766,18.249447585121466,17.65738510583684,17.761866407227817,12123200
2009-11-30,19.015647888183594,19.050475880222525,18.319103990029586,18.42358663759433,7819400
2009-12-01,18.77185821533203,19.120130157519622,18.66737556983413,19.015647512021726,2692300
2009-12-02,18.70220375061035,19.120130351178858,18.66737575890762,18.876339723467893,2720300
2009-12-03,18.841510772705078,18.98082007532088,18.528066834647476,18.98082007532088,4987600
2009-12-04,19.57288360595703,19.642538260778636,18.597722424110668,18.841511723158227,9233400
2009-12-07,19.32909393310547,19.71219256071915,18.876340647229632,19.71219256071915,7826300
2009-12-08,18.911165237426758,19.329091812598744,18.80668392577175,19.329091812598744,7092800
2009-12-09,18.632549285888672,18.876339916087343,18.528067966818398,18.702203941452872,8693200
2009-12-10,18.632549285888672,18.876339916087343,18.49323997476027,18.632549285888672,3806540
2009-12-11,18.458415985107422,18.87634265048068,18.458415985107422,18.702206650621175,5610000
2009-12-14,18.632549285888672,18.876339916087343,18.458413311254198,18.458413311254198,6881531
2009-12-15,19.015647888183594,19.154957199235216,18.528067956607018,18.528067956607018,4825200
2009-12-16,19.08530044555664,19.224609741293218,18.841509842293576,19.15495509342493,5526003
2009-12-17,18.667375564575195,19.154956814921274,18.493239593530458,19.154956814921274,4219800
2009-12-18,18.77185821533203,19.085302166169647,18.21462231070067,18.597722244238234,5408400
2009-12-21,18.56289291381836,18.806683521473776,18.24944898559162,18.806683521473776,3410920
2009-12-22,19.015647888183594,19.085302543709403,18.63254927561971,18.702203931145522,4978000
2009-12-23,18.876340866088867,19.08530351474601,18.737031547949357,18.737031547949357,2300020
2009-12-24,18.98082160949707,18.98082160949707,18.841512295621214,18.98082160949707,1683000
2009-12-28,19.433574676513672,19.53805599651414,18.80668542795879,19.085302724144064,5469800
2009-12-29,19.18977928161621,19.503224492378706,18.980816693475706,19.468397837205867,1999410
2009-12-30,19.29426383972168,19.4335718029393,19.12012788928575,19.29426383972168,2285060
2009-12-31,19.18977928161621,19.2942619042382,19.05047133237312,19.259433920513626,1082400
2010-01-04,20.060461044311523,20.339079629038192,19.189781288420363,19.25943593460203,11627200
2010-01-05,21.941129684448242,22.010784330109246,20.548042085435657,20.791832680973233,19479817
2010-01-06,22.15009307861328,22.916292879511975,21.975957122559556,22.289402374877028,11652200
2010-01-07,21.52320671081543,22.28940528313356,21.383898724927093,22.18492396157929,6348700
2010-01-08,21.59286117553711,22.080442443179745,21.38389853429145,21.418725198315038,3648689
2010-01-11,21.80182456970215,22.219751195178507,21.59286192124003,22.184924529952195,5778900
2010-01-12,21.871479034423828,21.975960357726787,21.383899082825984,21.975960357726787,2736400
2010-01-13,22.498369216918945,22.568025206687235,21.453553284333506,21.453553284333506,5567475
2010-01-14,22.53318977355957,22.84663499976794,22.01078327746529,22.32422717512186,7195400
2010-01-15,21.662511825561523,22.81180879694937,21.38389457924808,22.81180879694937,7552940
2010-01-18,21.69734001159668,21.941130617501525,21.383896085620666,21.69734001159668,4529400
2010-01-19,22.498369216918945,21.66251726798189,22.498369216918945,21.697343934313874,3595000
2010-01-20,22.324230194091797,22.742158104588416,22.115267567395467,22.46353949759067,3612640
2010-01-21,21.45354652404785,22.46353547204093,21.41871986869019,22.324226193506803,3550400
2010-01-22,22.463537216186523,22.637673163598823,20.304251202563652,20.965968334151125,12288800
2010-01-25,21.906309127807617,22.359061129336713,21.80182646593696,21.83665446274459,3218600
