Date,Close,High,Low,Open,Volume
2016-03-30,2.3590359687805176,2.364992926063165,2.3411646581359093,2.3590359687805176,57624771
2016-03-31,2.3411648273468018,2.3590361392830834,2.3411648273468018,2.3590361392830834,4420000
2016-04-01,2.3411648273468018,2.347121785059996,2.3411648273468018,2.3411648273468018,5906034
2016-04-05,2.3352067470550537,2.347121244801236,2.3292497907130274,2.347121244801236,22815726
2016-04-06,2.3411648273468018,2.347121785059996,2.3352072845713425,2.3352072845713425,1867068
2016-04-07,2.3411648273468018,2.347121785059996,2.3411648273468018,2.3411648273468018,915512
2016-04-08,2.3411648273468018,2.347121785059996,2.3411648273468018,2.3411648273468018,1239906
2016-04-11,2.3411648273468018,2.3411648273468018,2.3411648273468018,2.3411648273468018,2379920
2016-04-12,2.3411648273468018,2.347121785059996,2.3411648273468018,2.3411648273468018,810470
2016-04-13,2.3411648273468018,2.3590361392830834,2.3411648273468018,2.3590361392830834,427376
2016-04-14,2.3411648273468018,2.3590361392830834,2.3411648273468018,2.3590361392830834,516971
2016-04-15,2.347121477127075,2.3530782877931937,2.3411645201954094,2.3411645201954094,321304
2016-04-18,2.3411648273468018,2.347121785059996,2.3411648273468018,2.3411648273468018,1260503
2016-04-19,2.3232927322387695,2.359035938125739,2.3232927322387695,2.359035938125739,92616095
2016-04-20,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,1935037
2016-04-21,2.3352067470550537,2.34116428845921,2.3292497907130274,2.3352067470550537,269813
2016-04-22,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3352067470550537,353229
2016-04-25,2.329249858856201,2.3352068153725005,2.329249858856201,2.3352068153725005,264664
2016-04-26,2.3352067470550537,2.3352067470550537,2.3173354392323775,2.323292395574404,1357491
2016-04-27,2.3352067470550537,2.3352067470550537,2.323292395574404,2.3352067470550537,625102
2016-04-28,2.3352067470550537,2.3352067470550537,2.323292395574404,2.323292395574404,305857
2016-04-29,2.3352067470550537,2.3352067470550537,2.323292395574404,2.323292395574404,44282
2016-05-03,2.3352067470550537,2.3352067470550537,2.299464131409701,2.323292395574404,1155461
2016-05-04,2.3352067470550537,2.3352067470550537,2.323292395574404,2.3292497907130274,1700237
2016-05-05,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,495344
2016-05-06,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,605535
2016-05-09,2.3352067470550537,2.3530780548777304,2.3292497907130274,2.3530780548777304,31924
2016-05-10,2.3411648273468018,2.3411648273468018,2.329250326858148,2.329250326858148,364557
2016-05-11,2.3352067470550537,2.3530780548777304,2.3292497907130274,2.3530780548777304,61789
2016-05-12,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,152413
2016-05-13,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,104012
2016-05-16,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,8238
2016-05-17,2.3352067470550537,2.3352067470550537,2.3352067470550537,2.3352067470550537,3089
2016-05-18,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,208024
2016-05-19,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,32954
2016-05-20,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,73117
2016-05-23,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,169920
2016-05-24,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,106071
2016-05-25,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,8238
2016-05-26,2.329249858856201,2.329249858856201,2.323292463543291,2.329249858856201,782665
2016-05-27,2.329249858856201,2.329249858856201,2.323292463543291,2.329249858856201,20596
2016-05-30,2.329249858856201,2.329249858856201,2.323292463543291,2.329249858856201,20596
2016-05-31,2.3352067470550537,2.3352067470550537,2.323292395574404,2.323292395574404,680712
2016-06-01,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,61789
2016-06-02,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,169354
2016-06-03,2.3352067470550537,2.347121244801236,2.3292497907130274,2.347121244801236,540657
2016-06-06,2.3352067470550537,2.3352067470550537,2.3292497907130274,2.3292497907130274,28835
2016-06-07,2.3411648273468018,2.3411648273468018,2.3411648273468018,2.3411648273468018,1029
2016-06-08,2.3411648273468018,2.3411648273468018,2.3411648273468018,2.3411648273468018,1029
2016-06-10,2.329249858856201,2.329249858856201,2.323292463543291,2.323292463543291,1789111
2016-06-13,2.329249858856201,2.3828639301582646,2.2696783922412274,2.2696783922412274,2112166
2016-06-14,2.3411648273468018,2.3411648273468018,2.29350711792332,2.29350711792332,1812488
2016-06-15,2.3411648273468018,2.3411648273468018,2.275635659721472,2.3054214721464072,1285219
2016-06-16,2.329249858856201,2.329249858856201,2.3054210089322456,2.323292463543291,1284189
2016-06-17,2.263720750808716,2.341164253680803,2.263720750808716,2.341164253680803,336752
2016-06-20,2.3467373847961426,2.4088210110578223,2.2970711544865385,2.4088210110578223,1752758
2016-06-21,2.3094875812530518,2.365362500842082,2.2970707969606137,2.3094875812530518,770307
2016-06-22,2.3467373847961426,2.3467373847961426,2.266029646219217,2.284654520693258,1704356
2016-06-23,2.3467373847961426,2.3529460827721804,2.3094879407115783,2.3467373847961426,81356
2016-06-24,2.3467373847961426,2.3467373847961426,2.2970711544865385,2.315695876528821,1050419
2016-06-27,2.3467373847961426,2.3467373847961426,2.2722383441952543,2.334321360729898,1091303
2016-06-28,2.371570587158203,2.371570587158203,2.3343211464922904,2.3343211464922904,70027
2016-06-29,2.3653628826141357,2.383987604763637,2.315695889859814,2.3715708184671165,157897
2016-06-30,2.390195608139038,2.39640430593026,2.328112593452433,2.39640430593026,706967
2016-07-04,2.408820867538452,2.408820867538452,2.3901955368788452,2.3901955368788452,105041
2016-07-05,2.390195608139038,2.4088209393539324,2.3219045053882286,2.346737314940309,506672
2016-07-06,2.396404266357422,2.4026122018873575,2.3467372761876426,2.365362759526721,655997
2016-07-07,2.3653628826141357,2.3964043910601576,2.3653628826141357,2.3964043910601576,157562
2016-07-08,2.3777787685394287,2.4026121872572253,2.3467372618977476,2.3529459595486366,182278
2016-07-11,2.3529458045959473,2.4088207262757955,2.3529458045959473,2.4088207262757955,5149
2016-07-12,2.3839874267578125,2.3901955145790117,2.3653627059989684,2.3653627059989684,8238
2016-07-13,2.390195608139038,2.390195608139038,2.3405293793078594,2.346737314940309,60759
2016-07-14,2.3777787685394287,2.3839874661903178,2.3405293264056137,2.3839874661903178,11328
2016-07-15,2.340529203414917,2.3777786435913395,2.3219043308949625,2.340529203414917,760009
2016-07-18,2.3653628826141357,2.3715708184671165,2.297071167710313,2.3343213741681144,1125596
2016-07-19,2.3281126022338867,2.359154109694275,2.3156958163316252,2.3281126022338867,579790
2016-07-20,2.3839874267578125,2.3839874267578125,2.3281125023225377,2.340529287691931,237889
2016-07-21,2.396404266357422,2.396404266357422,2.3777787830183437,2.3777787830183437,52520
2016-07-22,2.390195608139038,2.39640430593026,2.390195608139038,2.390195608139038,17506
2016-07-25,2.371570587158203,2.4026120925766206,2.3591539545044875,2.4026120925766206,118429
2016-07-26,2.3777787685394287,2.3839874661903178,2.371570680615544,2.371570680615544,54580
2016-07-27,2.3839874267578125,2.3964042121272056,2.3777787292096186,2.3777787292096186,10298
2016-07-28,2.390195608139038,2.4026122415627102,2.3405293793078594,2.383987520074834,279082
2016-07-29,2.3653628826141357,2.3653628826141357,2.3653628826141357,2.3653628826141357,1029
2016-08-01,2.390195608139038,2.39640430593026,2.39640430593026,2.39640430593026,7208
2016-08-02,2.390195608139038,2.390195608139038,2.390195608139038,2.390195608139038,0
2016-08-03,2.390195608139038,2.39640430593026,2.346737314940309,2.39640430593026,18536
2016-08-04,2.3653628826141357,2.383987604763637,2.3281126761563344,2.3901956930483776,16477
2016-08-05,2.371570587158203,2.390195459922905,2.371570587158203,2.371570587158203,123578
2016-08-08,2.359153985977173,2.3901954918097044,2.328112480144641,2.3901954918097044,108131
2016-08-09,2.3467373847961426,2.383987591039502,2.3405294489789,2.3591541710211823,144175
2016-08-10,2.371570587158203,2.371570587158203,2.32811244908607,2.3467371694190264,39133
2016-08-11,2.3839874267578125,2.3839874267578125,2.346737223081382,2.3715706413884194,177129
2016-08-12,2.390195608139038,2.39640430593026,2.383987520074834,2.390195608139038,151383
2016-08-15,2.390195608139038,2.39640430593026,2.3529460127315316,2.390195608139038,407809
2016-08-16,2.390195608139038,2.4274456608418085,2.346737314940309,2.39640430593026,692041
2016-08-17,2.396404266357422,2.4088208995760527,2.3715706950566564,2.3901955686687266,535507
2016-08-18,2.3839874267578125,2.421237020707249,2.3715706413884194,2.3964042121272056,11060298
2016-08-19,2.4150290489196777,2.4150290489196777,2.3839875413000056,2.3901956294194817,900065
2016-08-22,2.396404266357422,2.4212370754994277,2.3901955686687266,2.4212370754994277,844454
2016-08-23,2.446070432662964,2.446070432662964,2.3964042059048434,2.4088208388102474,9071710
2016-08-24,2.4398624897003174,2.4522785136158065,2.415029069983525,2.4522785136158065,582879
2016-08-25,2.4522783756256104,2.4522783756256104,2.396404213321238,2.4274455670331934,1063807
2016-08-26,2.4522783756256104,2.4522783756256104,2.433653654857486,2.433653654857486,422227
2016-08-29,2.4398624897003174,2.458487211516458,2.421237158157148,2.458487211516458,9808033
2016-08-30,2.4709041118621826,2.4709041118621826,2.439862602536196,2.4522786270258865,398541
2016-08-31,2.4584872722625732,2.4709040586436513,2.427445763605161,2.4709040586436513,467539
2016-09-01,2.5143613815307617,2.5143613815307617,2.446070434024154,2.446070434024154,1410857
2016-09-02,2.5143613815307617,2.5267781668748235,2.483319875465851,2.5143613815307617,900065
2016-09-05,2.4895291328430176,2.520570645888498,2.458487619797537,2.520570645888498,1299636
2016-09-06,2.4709041118621826,2.5081535572171325,2.4522786270258865,2.495736923000385,90624
2016-09-07,2.4584872722625732,2.4709040586436513,2.439862549986239,2.4709040586436513,226561
2016-09-08,2.4646949768066406,2.4646949768066406,2.439862170070059,2.4646949768066406,238918
2016-09-09,2.4833199977874756,2.4833199977874756,2.464695276149224,2.464695276149224,395452
2016-09-12,2.4336535930633545,2.4522783133585686,2.4336535930633545,2.4398622904569933,194636
2016-09-13,2.4398624897003174,2.4646952996900815,2.4398624897003174,2.4460705778739404,21626
2016-09-14,2.4646949768066406,2.470903673893932,2.421236840966871,2.421236840966871,37073
2016-09-15,2.5578196048736572,2.5578196048736572,2.4522783041434204,2.4522783041434204,628191
2016-09-19,2.5205702781677246,2.5578198749835392,2.4833200716248696,2.5578198749835392,442823
2016-09-20,2.5143613815307617,2.5391947997871376,2.4646951547450024,2.508153293722227,299678
2016-09-21,2.5019452571868896,2.5143612798702066,2.470903752377048,2.5143612798702066,44282
2016-09-22,2.5019452571868896,2.526778064712234,2.4522782702505235,2.526778064712234,212143
2016-09-23,2.47711181640625,2.4895284486985982,2.4709037289076865,2.4833197514730725,24715
2016-09-26,2.4709041118621826,2.4709041118621826,2.4522786270258865,2.4522786270258865,42222
2016-09-27,2.4709041118621826,2.4522786270258865,2.4460706909969234,2.4460706909969234,3089
2016-09-28,2.4584872722625732,2.4709040586436513,2.446070638313256,2.4709040586436513,25127
2016-09-29,2.47711181640625,2.4709037289076865,2.4646950316821608,2.4646950316821608,20596
2016-09-30,2.4709041118621826,2.501945621188169,2.4460706909969234,2.501945621188169,165801
2016-10-03,2.4646949768066406,2.470903673893932,2.452278192359007,2.470903673893932,27805
2016-10-04,2.495736598968506,2.5019452963501894,2.4522783086363784,2.4522783086363784,24715
2016-10-05,2.4584872722625732,2.5019455673010635,2.427445763605161,2.5019455673010635,21626
2016-10-06,2.47711181640625,2.47711181640625,2.4584869441835977,2.4584869441835977,107101
2016-10-07,2.4646949768066406,2.4771117612542746,2.439862170070059,2.439862170070059,11225
2016-10-11,2.446070432662964,2.4584870655683684,2.4336536473258117,2.4584870655683684,157562
2016-10-12,2.427445411682129,2.4336534991091177,2.2349878420172202,2.427445411682129,111220
2016-10-13,2.427445411682129,2.427445411682129,2.427445411682129,2.427445411682129,0
2016-10-14,2.421236991882324,2.421236991882324,2.40882081638774,2.40882081638774,5149
2016-10-17,2.4709041118621826,2.495736923000385,2.3591542514796906,2.495736923000385,148294
2016-10-18,2.4150290489196777,2.45227849222707,2.4088209608002016,2.45227849222707,157562
2016-10-19,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,2059
2016-10-20,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,6178
2016-10-21,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,0
2016-10-24,2.4584872722625732,2.4646953605895905,2.408821041328827,2.421237217982861,116369
2016-10-25,2.4398624897003174,2.4398624897003174,2.4398624897003174,2.4398624897003174,0
2016-10-26,2.421236991882324,2.458487042683543,2.40882081638774,2.421236991882324,74147
2016-10-27,2.4150290489196777,2.421237137039154,2.4150290489196777,2.4150290489196777,7208
2016-10-28,2.408820867538452,2.452278397282786,2.3591540304609997,2.4150289554175712,94743
2016-10-31,2.408820867538452,2.408820867538452,2.408820867538452,2.408820867538452,0
2016-11-01,2.4584872722625732,2.4646953605895905,2.408821041328827,2.408821041328827,137996
2016-11-02,2.4398624897003174,2.470903997590733,2.408820981809902,2.470903997590733,254366
2016-11-03,2.4336535930633545,2.4522783133585686,2.3591539497237735,2.3591539497237735,44282
2016-11-04,2.446070432662964,2.446070432662964,2.4274455595207316,2.4274455595207316,9268
2016-11-07,2.4398624897003174,2.458487211516458,2.4274457036260424,2.433653791799666,22656
2016-11-08,2.4522783756256104,2.4522783756256104,2.4150289340893623,2.439862352408773,67968
2016-11-09,2.4522783756256104,2.4522783756256104,2.359154009626247,2.390195515769951,78266
2016-11-10,2.4522783756256104,2.4522783756256104,2.390195515769951,2.390195515769951,19566
2016-11-11,2.4522783756256104,2.4522783756256104,2.402612148713782,2.402612148713782,48401
2016-11-14,2.446070432662964,2.446070432662964,2.3964042059048434,2.3964042059048434,105041
2016-11-15,2.446070432662964,2.446070432662964,2.390195508372771,2.390195508372771,50461
2016-11-16,2.4150290489196777,2.4584871900735696,2.3964043272659814,2.4584871900735696,46412
2016-11-17,2.4026124477386475,2.421237323256539,2.390195813249464,2.390195813249464,164771
2016-11-18,2.4026124477386475,2.427445869148782,2.390195813249464,2.390195813249464,427376
2016-11-21,2.4026124477386475,2.4150292346595985,2.390195813249464,2.390195813249464,24715
2016-11-22,2.4026124477386475,2.421237323256539,2.390195813249464,2.390195813249464,18536
2016-11-23,2.4522783756256104,2.4522783756256104,2.3777787303943714,2.390195515769951,121519
2016-11-24,2.4522783756256104,2.4522783756256104,2.390195515769951,2.390195515769951,16477
2016-11-25,2.4336535930633545,2.4336535930633545,2.3591539497237735,2.390195455079287,268783
2016-11-28,2.4336535930633545,2.4336535930633545,2.3653626471174123,2.3653626471174123,12357
2016-11-29,2.4398624897003174,2.4398624897003174,2.3901956502667323,2.3964043481673842,121519
2016-11-30,2.421236991882324,2.4398623221464266,2.396404183597916,2.396404183597916,30894
2016-12-01,2.408820867538452,2.408820867538452,2.402612169932333,2.402612169932333,26775
2016-12-02,2.446070432662964,2.446070432662964,2.390195508372771,2.390195508372771,4119
2016-12-05,2.4336535930633545,2.4336535930633545,2.3653626471174123,2.3653626471174123,108131
2016-12-06,2.4336535930633545,2.4336535930633545,2.390195455079287,2.390195455079287,29864
2016-12-07,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,3089
2016-12-08,2.446070432662964,2.446070432662964,2.402612141278175,2.402612141278175,21626
2016-12-09,2.4398624897003174,2.4398624897003174,2.40261228390925,2.40261228390925,16477
2016-12-12,2.390195608139038,2.390195608139038,2.390195608139038,2.390195608139038,3089
2016-12-13,2.4398624897003174,2.4398624897003174,2.4398624897003174,2.4398624897003174,1029
2016-12-14,2.4398624897003174,2.4398624897003174,2.4398624897003174,2.4398624897003174,0
2016-12-15,2.421236991882324,2.4460704098937187,2.3467371951433798,2.4398623221464266,200815
2016-12-16,2.5205702781677246,2.5205702781677246,2.3467374036641626,2.359154189989034,711607
2016-12-19,2.4398624897003174,2.4398624897003174,2.4398624897003174,2.4398624897003174,0
2016-12-20,2.390195608139038,2.390195608139038,2.3529460127315316,2.3591541007957355,68998
2016-12-21,2.390195608139038,2.390195608139038,2.390195608139038,2.390195608139038,0
2016-12-22,2.390195608139038,2.390195608139038,2.390195608139038,2.390195608139038,0
2016-12-23,2.3839874267578125,2.3653627059989684,2.3653627059989684,2.3653627059989684,2059
2016-12-28,2.3839874267578125,2.3901955145790117,2.3529459206295753,2.359154008450775,297618
2016-12-29,2.390195608139038,2.390195608139038,2.390195608139038,2.390195608139038,0
2016-12-30,2.4398624897003174,2.4460705778739404,2.3591541423763167,2.3901956502667323,99186
2017-01-03,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,0
2017-01-04,2.390195608139038,2.439862446697235,2.3715707342194077,2.439862446697235,43252
2017-01-05,2.427445411682129,2.427445411682129,2.3715704907948836,2.3777785782218728,68998
2017-01-06,2.446070432662964,2.452278368036296,2.4088208388102474,2.4088208388102474,39326
2017-01-09,2.4398624897003174,2.4398624897003174,2.433653791799666,2.433653791799666,12357
2017-01-10,2.4150290489196777,2.4150290489196777,2.4088209608002016,2.4088209608002016,15447
2017-01-11,2.4150290489196777,2.421237137039154,2.4088209608002016,2.421237137039154,14417
2017-01-12,2.446070432662964,2.4709038509055206,2.4088208388102474,2.4088208388102474,3089
2017-01-13,2.446070432662964,2.446070432662964,2.446070432662964,2.446070432662964,1029
2017-01-16,2.4398624897003174,2.4460705778739404,2.4398624897003174,2.4398624897003174,47371
2017-01-17,2.4336535930633545,2.4336535930633545,2.4336535930633545,2.4336535930633545,5149
2017-01-18,2.421236991882324,2.421236991882324,2.421236991882324,2.421236991882324,10298
2017-01-19,2.421236991882324,2.421236991882324,2.421236991882324,2.421236991882324,1029
2017-01-20,2.408820867538452,2.4212370432966903,2.371570663514488,2.371570663514488,7208
2017-01-23,2.408820867538452,2.408820867538452,2.408820867538452,2.408820867538452,4119
2017-01-24,2.4522783756256104,2.483319881769314,2.4522783756256104,2.483319881769314,62819
2017-01-25,2.396404266357422,2.3901955686687266,2.3715706950566564,2.3715706950566564,14417
2017-01-26,2.446070432662964,2.446070432662964,2.446070432662964,2.446070432662964,4119
2017-01-27,2.4646949768066406,2.48331969618288,2.3901953371429987,2.3901953371429987,59729
2017-02-01,2.4522783756256104,2.4522783756256104,2.4522783756256104,2.4522783756256104,0
2017-02-02,2.4398624897003174,2.4398624897003174,2.4398624897003174,2.4398624897003174,0
2017-02-03,2.4398624897003174,2.4522785136158065,2.4398624897003174,2.4522785136158065,31924
2017-02-06,2.4522783756256104,2.4522783756256104,2.4522783756256104,2.4522783756256104,8238
2017-02-07,2.4522783756256104,2.470903858552477,2.46469516100119,2.46469516100119,5149
2017-02-08,2.4522783756256104,2.4522783756256104,2.446070440233066,2.446070440233066,10298
2017-02-09,2.4522783756256104,2.4771119463767697,2.4522783756256104,2.4522783756256104,172693
2017-02-10,2.4522783756256104,2.470903858552477,2.439862352408773,2.439862352408773,25745
2017-02-13,2.4709041118621826,2.4709041118621826,2.4522786270258865,2.4522786270258865,85475
2017-02-14,2.4522783756256104,2.470903858552477,2.4522783756256104,2.46469516100119,17506
2017-02-15,2.4398624897003174,2.470903997590733,2.4398624897003174,2.470903997590733,312036
2017-02-16,2.47711181640625,2.501945233422687,2.452278246958072,2.4709037289076865,543746
2017-02-17,2.5205702781677246,2.5205702781677246,2.4957368579497414,2.5019455559756976,187427
2017-02-20,2.5516116619110107,2.5702365356240433,2.483319950190716,2.5267782429073797,495344
2017-02-21,2.5205702781677246,2.5578198749835392,2.5205702781677246,2.5454030886586674,63849
2017-02-22,2.5578196048736572,2.5578196048736572,2.52057001199146,2.5578196048736572,13387
2017-02-23,2.5143613815307617,2.5640282180435134,2.508153293722227,2.5640282180435134,237889
2017-02-24,2.5081534385681152,2.551611732486805,2.5081534385681152,2.520570224629247,48401
2017-02-27,2.5081534385681152,2.5081534385681152,2.5081534385681152,2.5081534385681152,1029
2017-02-28,2.5391948223114014,2.5640282407880655,2.5391948223114014,2.5640282407880655,654967
2017-03-01,2.5391948223114014,2.5640282407880655,2.52057010142534,2.5454029101750058,142115
2017-03-02,2.5391948223114014,2.5578196956292127,2.5267781892889443,2.5578196956292127,145205
2017-03-03,2.5143613815307617,2.520570079066289,2.5019453583454405,2.508153293722227,394422
2017-03-06,2.52677845954895,2.52677845954895,2.4895288613609226,2.4895288613609226,21626
2017-03-07,2.5143613815307617,2.607486509452486,2.5019453583454405,2.520570079066289,641579
2017-03-08,2.5391948223114014,2.5578196956292127,2.5143614038347373,2.5143614038347373,209054
2017-03-09,2.495736598968506,2.532986801645928,2.495736598968506,2.532986801645928,796053
2017-03-10,2.5205702781677246,2.5516117866846235,2.4895287696508257,2.4957368579497414,358378
2017-03-13,2.582653045654297,2.5888612861515243,2.5329869692447238,2.5329869692447238,726025
2017-03-14,2.582653045654297,2.5950698315122604,2.5702365646598424,2.5950698315122604,243038
2017-03-15,2.582653045654297,2.6136945530039424,2.5702365646598424,2.582653045654297,1413946
2017-03-16,2.73165225982666,2.756484913434482,2.5764447450637817,2.5888609194359598,1410857
2017-03-17,2.6509439945220947,2.750277050453378,2.5764448123005796,2.750277050453378,444883
2017-03-20,2.6944024562835693,2.7875269841074606,2.650944465244498,2.6944024562835693,516971
2017-03-21,2.7564854621887207,2.7751107944770026,2.650944453084509,2.6695697853727913,529328
2017-03-22,2.787526845932007,2.8061521773824816,2.7006111730257314,2.7502774024851084,61126169
2017-03-23,2.7564854621887207,2.7937355170382316,2.700611294505033,2.7937355170382316,175069
2017-03-24,2.7254436016082764,2.7689018917075483,2.7068188814487204,2.7378603865781344,152413
2017-03-27,2.700610876083374,2.7192355957589647,2.607486363114982,2.7192355957589647,113280
2017-03-28,2.700610876083374,2.7130267461401427,2.6695693717605766,2.7130267461401427,115340
2017-03-29,2.68198561668396,2.68198561668396,2.6571529585090734,2.6695697448917994,105041
2017-03-30,2.6447362899780273,2.725444033176304,2.638528353805316,2.681985736195507,108131
2017-03-31,2.7068188190460205,2.7068188190460205,2.6074863707580795,2.6323190255348443,281483
2017-04-03,2.669569730758667,2.7068191751190755,2.669569730758667,2.7068191751190755,36043
2017-04-05,2.6509439945220947,2.6695693235885525,2.6509439945220947,2.6695693235885525,10298
2017-04-06,2.6199026107788086,2.657152660891225,2.607486435513816,2.650944115963497,302767
2017-04-07,2.6199026107788086,2.657152660891225,2.607486435513816,2.6136943707145686,33984
2017-04-10,2.6571528911590576,2.663360826897787,2.6136945972163224,2.6136945972163224,70027
2017-04-11,2.613694429397583,2.626111214668334,2.613694429397583,2.626111214668334,33984
2017-04-12,2.6261112689971924,2.6447359899933844,2.5950697624733707,2.5950697624733707,72087
2017-04-13,2.6261112689971924,2.6261112689971924,2.607486548001,2.6261112689971924,39133
2017-04-18,2.595069646835327,2.626111151975918,2.595069646835327,2.6136943670015893,181248
2017-04-19,2.6074867248535156,2.5950699384837197,2.5454030978680557,2.564028429854511,134906
2017-04-20,2.6074867248535156,2.6074867248535156,2.539195009546679,2.5950699384837197,218322
2017-04-21,2.6074867248535156,2.6074867248535156,2.5267783756086435,2.564028429854511,253336
2017-04-24,2.582653045654297,2.5888612861515243,2.5143614855942693,2.545402992943915,322334
2017-04-25,2.5888612270355225,2.5888612270355225,2.526778213753882,2.5764450511880974,45312
2017-04-26,2.5578196048736572,2.588861110112523,2.551611517230326,2.5826528700374474,134906
2017-04-27,2.532987117767334,2.595069983675122,2.526778419610794,2.5578199287805696,253336
2017-04-28,2.613694429397583,2.6571527205499703,2.545402872567187,2.545402872567187,112250
2017-05-02,2.5578196048736572,2.6199026153513887,2.551611517230326,2.6199026153513887,194636
2017-05-04,2.5764453411102295,2.5950700642724223,2.5143617111154404,2.5640285541385643,83415
2017-05-05,2.582653045654297,2.607486617370224,2.545402992943915,2.564028324162615,160652
2017-05-08,2.601278066635132,2.601278066635132,2.576445406650709,2.576445406650709,59729
2017-05-09,2.601278066635132,2.607486917574212,2.5640286193631816,2.5950701302866843,57670
