Price,Close,High,Low,Open,Volume
Ticker,3969.HK,3969.HK,3969.HK,3969.HK,3969.HK
Date,,,,,
2015-08-07,3.9119601249694824,3.949098950488266,3.8933905646335165,3.8995805164632213,153720200
2015-08-10,3.9800474643707275,4.0295661890723,3.9119597713181693,3.9181494274351647,48626000
2015-08-11,3.986236810684204,4.128602421606964,3.967667254845115,4.0233756272093055,40157000
2015-08-12,3.9243385791778564,3.961477393772696,3.8995793694479635,3.961477393772696,17517000
2015-08-13,3.9057698249816895,3.9862374206761264,3.9057698249816895,3.924339383662376,28869000
2015-08-14,3.9057698249816895,3.94290864718994,3.9057698249816895,3.94290864718994,8838000
2015-08-17,3.899580240249634,3.924339455508421,3.8872006326202406,3.905769896487767,29718000
2015-08-18,3.9243385791778564,3.9243385791778564,3.8995793694479635,3.9119589743129097,48595000
2015-08-19,3.9119601249694824,3.9305293901523,3.8995805164632213,3.924339733475744,3458000
2015-08-20,3.899580240249634,3.905769896487767,3.8995802402496342,3.8995802402496342,14695000
2015-08-21,3.6891260147094727,3.8933896549115046,3.559140008189438,3.8933896549115046,60710000
2015-08-24,3.5096211433410645,3.682935600085809,3.5096211433410645,3.682935600085809,18358000
2015-08-25,3.682935953140259,3.78197309021279,3.5096214797812024,3.5096214797812024,12200000
2015-08-26,3.751024007797241,3.8191119856139832,3.726264796800803,3.726264796800803,15919000
2015-08-27,3.8872008323669434,3.899580440632472,3.788163671089569,3.819112839329963,37228000
2015-08-28,3.899580240249634,4.072894747061144,3.8933902888583733,3.930529111746554,14788000
2015-08-31,3.7200756072998047,3.8995800570705224,3.6272284068641993,3.8438716777785364,1196000
2015-09-01,3.7262651920318604,3.794353177070441,3.639607944352917,3.639607944352917,1065000
2015-09-02,3.6457979679107666,3.7695943436632144,3.6024694872775767,3.6891267436970936,886000
2015-09-04,3.651987314224243,3.7324549008533867,3.602468890191875,3.7200752948452944,848000
2015-09-07,3.6272284984588623,3.775783786784654,3.5962793324810955,3.6024692837378973,398000
2015-09-08,3.757214307785034,3.7634039635336407,3.627228290380153,3.627228290380153,830000
2015-09-09,3.7819740772247314,3.8253025592957393,3.7138860830590996,3.8067332941662064,2078000
2015-09-10,3.751024007797241,3.7695935636211075,3.6829360299804987,3.76340361329546,1541000
2015-09-11,3.751024007797241,3.7881628242918977,3.7138851913025843,3.738644402299022,1859000
2015-09-14,3.7943530082702637,3.843871433312438,3.7386446325212708,3.794353008270264,1383000
2015-09-15,3.7757835388183594,3.8191123093110875,3.757214276573692,3.794353096216129,692969
2015-09-16,3.7943530082702637,3.862440695126706,3.769593795749177,3.8253018763450752,1963000
2015-09-17,3.843871593475342,3.936718791874637,3.7757836086287777,3.7943531663698797,3535000
2015-09-18,4.023375988006592,4.08527402109915,3.800542773720281,3.800542773720281,9999000
2015-09-21,3.9119601249694824,4.035756210032095,3.8933905646335165,3.9924274326836064,8015497
2015-09-22,3.9367191791534424,3.992427267550874,3.930529227579763,3.930529227579763,4856000
2015-09-23,3.837681293487549,3.899579616893058,3.8005424765360916,3.899579616893058,2705000
2015-09-24,3.899580240249634,3.930529111746554,3.8129226916907513,3.8129226916907513,1495000
2015-09-25,3.893389940261841,3.9676675793877183,3.8438715141779225,3.862440776382841,2384000
2015-09-29,3.831491708755493,3.9119592945411554,3.788162940604809,3.8624405758747655,1833000
2015-09-30,3.8624401092529297,3.893389267786316,3.8376809004874404,3.868630059020827,1107000
2015-10-02,3.9367191791534424,3.942908835573985,3.732455499672207,3.9119599631649975,1213000
2015-10-05,3.9305286407470703,4.010996228272175,3.9181490346011385,3.9614778036884464,1738000
2015-10-06,3.918149709701538,3.9614784862544297,3.8748212283017893,3.9614784862544297,1045000
2015-10-07,3.986236810684204,4.0233756272093055,3.8810100162865453,3.9057692273032796,6243000
2015-10-08,3.893389940261841,3.9738575302247585,3.8872002845779012,3.9738575302247585,3132000
2015-10-09,3.9119601249694824,3.9862377760070498,3.9057701731397776,3.9057701731397776,3185000
2015-10-12,3.8872008323669434,3.9614784819601168,3.8810108806576076,3.9181497054541943,5844000
2015-10-13,3.942908525466919,3.9490984765537624,3.8686308833434713,3.8995800484714644,1637100
2015-10-14,3.918149709701538,3.9429089262594355,3.8933904931436407,3.9305293179804868,1085196
2015-10-15,3.918149709701538,3.9367192696965323,3.8933904931436407,3.9243396614175836,3782640
2015-10-16,4.017185688018799,4.072894060537476,3.9490980051105016,3.9490980051105016,8367000
2015-10-19,4.116223335266113,4.190500977684743,4.0605149558755835,4.140982549405657,28953000
2015-10-20,4.0790839195251465,4.134791995643039,4.004805992779505,4.116222735321432,10288000
2015-10-22,4.035755157470703,4.0605143680258005,4.010995946915607,4.0605143680258005,5182000
2015-10-23,4.023375988006592,4.072894414480638,4.010996381388081,4.072894414480638,4500000
2015-10-26,3.9367191791534424,4.023376435112998,3.9119599631649975,4.023376435112998,5008000
2015-10-27,3.9057698249816895,3.936718991065126,3.8005430144817525,3.924339383662376,7215000
2015-10-28,3.8191123008728027,3.9119594973503022,3.812922350036189,3.8686307269533087,2289000
2015-10-29,3.8005423545837402,3.874820281256295,3.7943526995336523,3.825301565090235,2531000
2015-10-30,3.8067328929901123,3.868630928820619,3.7695940714918086,3.7881633346644024,4425000
2015-11-02,3.7262651920318604,3.8129224397108037,3.7200755362027755,3.788163226088248,2227000
2015-11-03,3.633417844772339,3.769593809280219,3.6086586321623786,3.7634038585511806,4782000
2015-11-04,3.763404130935669,3.7881633453376313,3.651987666126839,3.6643672733278203,4287000
2015-11-05,3.8191123008728027,3.856251120433182,3.7324550552319167,3.781973481312423,4038000
2015-11-06,3.7695932388305664,3.8191116565569034,3.757213634398982,3.8191116565569034,2034000
2015-11-09,3.7262651920318604,3.806732783881719,3.7262651920318604,3.7510244056544155,2107000
2015-11-10,3.7015058994293213,3.7262651125235826,3.6891262928821904,3.720075456826568,1343000
2015-11-11,3.6767470836639404,3.7200758588377876,3.639608260009129,3.6891266915488776,2587000
2015-11-12,3.651987314224243,3.701505738256612,3.6396077082161513,3.651987314224243,3145000
2015-11-13,3.633417844772339,3.6519874018063576,3.6148485828914168,3.6334178447723393,6040000
2015-11-16,3.559140682220459,3.608659114052938,3.5405711227067123,3.590089849692326,4695000
2015-11-17,3.6024696826934814,3.633418556945561,3.577710465230556,3.5900900739620187,1904000
2015-11-18,3.4601030349731445,3.602468641827668,3.435343824663929,3.602468641827668,7121000
2015-11-19,3.3672561645507812,3.4972421784420376,3.3672561645507812,3.484862572126351,8130000
2015-11-20,3.534381628036499,3.546761236561106,3.361066813538853,3.3672567653777308,5745000
2015-11-23,3.4662928581237793,3.552950098409776,3.447723597067607,3.534380837353604,1842000
2015-11-24,3.4848623275756836,3.5158111936165106,3.4353439057878994,3.4972419330226296,919100
2015-11-25,3.4910523891448975,3.503431996033056,3.4415339615922633,3.4662931753685804,970000
2015-11-26,3.4601030349731445,3.5096214555915757,3.447723429818537,3.4848622452823603,1275340
