Price,Close,High,Low,Open,Volume
Ticker,2799.HK,2799.HK,2799.HK,2799.HK,2799.HK
Date,,,,,
2015-10-30,2.7397727966308594,2.783962850377964,2.7309348280241967,2.757448733844184,306863655
2015-11-02,2.7309348583221436,2.7574487644362855,2.7220968896174296,2.7486107957315715,73528000
2015-11-03,2.713258981704712,2.7309349195101786,2.6955830438992456,2.7220969506074453,51253000
2015-11-04,2.757448673248291,2.757448673248291,2.7044208627736213,2.7132588311860664,31619000
2015-11-05,2.766286849975586,2.783962786785147,2.6955828920235527,2.757448670857017,45915000
2015-11-06,2.766286849975586,2.766286849975586,2.739772734047456,2.757448670857017,8696645
2015-11-09,2.766286849975586,2.7751248183803665,2.739772734047456,2.757448670857017,10837000
2015-11-10,2.766286849975586,2.7751248183803665,2.739772734047456,2.739772734047456,13007000
2015-11-11,2.7486109733581543,2.757448942634014,2.7309350348064343,2.757448942634014,8411700
2015-11-12,2.7309348583221436,2.7662869438547943,2.7309348583221436,2.7574487644362855,10312000
2015-11-13,2.7309348583221436,2.7662869438547943,2.7220968896174296,2.7309348583221436,8618000
2015-11-16,2.6337170600891113,2.730934710581597,2.616041123635932,2.730934710581597,9683000
2015-11-17,2.6248793601989746,2.677907174979446,2.6160413910688964,2.65139326758921,4483000
2015-11-18,2.704421043395996,2.7220969814014233,2.589527446360719,2.6248793223715734,23873227
2015-11-19,2.757448673248291,2.757448673248291,2.686744925948731,2.722096799598511,6223500
2015-11-20,2.7486109733581543,2.7486109733581543,2.7309350348064343,2.7486109733581543,3647000
2015-11-23,2.713258981704712,2.739772888412912,2.6955830438992456,2.739772888412912,460000
2015-11-24,2.7309348583221436,2.7309348583221436,2.660231108684432,2.7132589209127156,2006844
2015-11-25,2.7220969200134277,2.73093488881683,2.677907075996417,2.73093488881683,1130610
2015-11-26,2.7309348583221436,2.7309348583221436,2.695582983503288,2.7309348583221436,2583150
2015-11-27,2.704421043395996,2.7397729194068505,2.677907136387855,2.7397729194068505,2205000
2015-11-30,2.7220969200134277,2.739772857620232,2.677907075996417,2.7044209824066234,4193000
2015-12-01,2.7309348583221436,2.7309348583221436,2.686745014798574,2.7309348583221436,888000
2015-12-02,2.704421043395996,2.730934950404137,2.677907136387855,2.7220969814014233,774000
2015-12-03,2.704421043395996,2.71325901239871,2.6690691673851417,2.704421043395996,3396000
2015-12-04,2.6779069900512695,2.704420895610535,2.6602310530117594,2.6690690215315147,1908000
2015-12-07,2.704421043395996,2.7220969814014233,2.686745105390569,2.686745105390569,2317000
2015-12-08,2.6425552368164062,2.7044210192838163,2.6072033611207432,2.6955830503599008,2571000
2015-12-09,2.651393175125122,2.6602311439469872,2.6337172374813917,2.6337172374813917,3228000
2015-12-10,2.651393175125122,2.6602311439469872,2.642555206303257,2.651393175125122,1312766
2015-12-11,2.607203483581543,2.6513933302767265,2.598365514242506,2.6513933302767265,4929532
2015-12-14,2.5630135536193848,2.589527460775113,2.5011475595422152,2.589527460775113,4461000
2015-12-15,2.5276613235473633,2.598365282672222,2.5276613235473633,2.5895273141208386,1893448
2015-12-16,2.5099856853485107,2.545337774477771,2.50114771574465,2.5276616245562327,5155000
2015-12-17,2.5276613235473633,2.5630134084666882,2.5099853864445962,2.51882335499598,2056000
